"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 28 20:22:37 CET 2020","Sat Mar 28 20:23:00 CET 2020","22818","","","","","","Authentification",""
